Metacritic,Recomendaciones,Propietarios,Jugadores,Precio
0,0,40174,13810,0.0
0,0,1255,1255,5.99
0,0,803,803,12.99
58,0,0,0,6.99
0,0,0,0,3.99
0,0,0,0,14.99
0,0,25826,14886,3.99
0,0,0,0,3.99
0,0,7174,6098,2.09
0,147,4484,4125,2.99
0,0,0,0,19.99
0,0,1793,1076,12.99
0,0,897,717,14.99
0,0,4125,3408,0.0
0,0,0,0,14.99
0,123,41071,20446,5.99
0,0,0,0,19.99
0,132,14527,8250,3.99
0,0,717,544,3.99
0,0,0,0,0.0
0,0,0,0,0.0
0,903,256649,173790,0.0
0,0,1255,1076,19.99
0,0,11299,1255,4.99
0,0,0,0,11.99
0,150,6815,6277,11.99
0,0,9864,6995,0.0
0,101,7353,6815,8.99
0,407,14707,12734,14.99
0,0,539,0,6.99
0,0,0,0,0.0
0,472,86985,59544,1.99
0,116,4484,3408,39.99
0,0,1435,1076,5.99
0,0,1255,897,4.99
0,121,81245,58647,4.99
0,0,897,717,0.0
0,0,0,0,12.99
0,0,533,533,13.99
0,0,41430,27261,0.99
0,0,1255,1088,6.99
0,0,4125,2332,6.99
0,0,28696,15603,1.99
0,0,3408,897,0.0
0,0,20805,11658,1.99
0,0,1070,1070,3.99
0,0,12016,7891,0.99
0,0,7712,5201,1.49
0,0,7533,4304,2.99
0,0,1793,1435,4.99
0,0,2690,2511,2.99
0,0,7533,4842,7.99
0,0,13989,10761,4.99
0,0,535,537,9.99
0,0,6098,2870,6.99
0,101,5380,4125,1.99
0,0,803,1067,2.99
0,0,0,0,0.0
0,0,0,0,3.49
0,0,0,0,0.0
0,0,0,0,1.19
0,0,22419,12554,0.99
0,0,3766,2511,4.19
0,0,0,0,0.99
0,106,125365,80887,0.99
0,0,897,1081,11.99
0,138,95414,62593,4.99
0,0,2690,540,9.99
0,0,11299,717,0.89
0,0,0,0,2.99
0,0,13451,9147,4.99
0,0,1070,1070,14.99
0,0,533,0,0.0
0,0,2870,1076,0.99
0,0,3946,897,2.99
0,140,23495,22777,14.99
0,0,5022,2332,11.99
0,279,127159,80528,0.99
0,0,897,717,5.99
0,0,12734,8609,0.99
0,0,0,0,8.99
0,0,13093,10223,4.99
0,0,8788,5560,0.99
0,0,2332,1793,3.99
0,0,533,533,3.99
0,0,10223,5380,0.99
0,0,0,0,0.0
0,0,0,0,9.99
0,0,535,537,4.99
0,0,1793,1616,4.99
0,147,99360,12554,0.99
0,0,3587,1793,7.99
0,0,0,0,0.0
0,0,1614,1255,2.89
0,0,0,0,0.0
0,0,4125,2332,6.99
0,0,533,0,9.99
0,0,539,0,2.99
0,0,3766,1973,1.99
0,0,717,538,19.99
0,0,0,0,5.99
0,0,3049,2690,14.99
0,31397,0,0,49.99
0,31397,0,0,49.99
0,31397,0,0,49.99
0,31397,0,0,49.99
0,0,1973,1338,2.99
0,0,0,0,9.99
0,0,897,811,0.0
0,0,533,0,0.0
0,0,0,0,0.0
0,103,167333,87523,4.99
0,198,10223,8071,9.99
0,0,0,0,0.0
0,0,539,0,0.0
0,253,31207,28158,9.99
0,0,2152,2140,2.99
0,0,6277,4125,7.99
0,0,12734,8788,1.99
0,0,8250,5380,1.99
0,0,2870,1255,3.99
0,0,539,539,11.99
0,0,0,0,0.0
0,0,4125,3049,9.99
0,0,5201,1076,2.99
0,156,54702,18652,0.0
0,259,13093,9326,9.99
0,0,0,0,14.99
0,0,0,0,0.0
0,0,6277,1255,14.99
0,108,20625,13631,0.49
0,0,6277,3408,4.99
0,0,5380,3228,1.99
0,0,2152,3809,0.0
0,0,11658,539,3.99
0,0,3587,2152,2.99
0,0,3766,2511,1.99
0,0,1076,1081,8.49
0,0,535,535,0.0
0,115,46810,33538,1.99
0,0,0,0,10.99
0,0,0,0,9.99
0,0,11478,8429,1.99
0,118,47348,22239,4.99
0,0,0,0,0.0
0,0,1616,1347,3.99
0,0,897,897,1.99
0,0,0,0,6.99
0,0,86088,54522,0.99
0,0,21881,10582,3.99
0,0,897,537,1.99
0,0,1076,717,8.99
0,140,5201,3946,4.99
0,0,0,0,5.99
0,0,0,0,4.99
0,0,3049,1435,1.99
0,0,32104,18114,0.99
0,0,26364,20805,0.0
0,0,1077,0,3.99
0,0,28696,14527,4.99
0,0,10761,5022,1.99
0,0,0,0,0.0
45,0,1255,808,16.99
0,0,803,1073,6.99
0,0,533,0,2.99
0,0,6815,4304,9.99
0,0,1973,1793,5.99
0,0,8429,5380,3.99
0,0,3408,1605,0.49
0,0,1873,1873,0.0
0,0,0,0,9.99
0,0,4663,2332,5.99
0,141,7712,5201,4.99
0,0,0,0,9.99
0,0,1793,0,1.99
0,0,808,808,0.0
0,0,0,0,2.99
0,0,1255,1338,0.0
0,0,0,0,6.99
0,0,0,0,3.99
0,0,538,544,9.99
0,487,147784,111017,0.0
0,0,539,544,9.99
0,142,40533,13093,0.0
0,0,2870,2332,5.99
0,0,0,0,9.99
0,0,13451,7712,0.99
0,0,533,533,7.99
0,0,2690,2511,14.99
0,0,21343,11658,1.99
0,0,9864,7891,2.99
0,0,8609,5380,1.99
0,0,0,0,0.0
0,0,0,0,14.99
0,0,0,0,14.99
0,0,1077,808,0.0
0,0,5201,2332,1.99
0,116,8609,7712,9.99
0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,539,539,2.99
0,0,1973,1973,5.99
0,0,0,0,14.99
0,0,0,0,0.0
0,0,1793,1891,15.99
0,0,1076,717,15.99
0,0,1076,1088,15.99
0,0,1435,1255,9.99
0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,71381,11120,9.99
0,109,8967,7712,4.99
0,0,0,0,9.99
0,0,1076,717,4.99
0,0,27979,2690,0.0
0,102,17038,9326,9.99
0,0,0,0,0.0
0,0,0,0,5.99
0,0,2511,897,2.49
0,0,0,0,1.99
0,109,17218,11658,3.99
0,0,535,0,1.99
0,0,0,0,4.99
0,0,43582,2152,5.99
0,0,0,0,5.99
0,0,0,0,9.99
0,0,6995,2870,5.99
0,0,2690,1076,9.99
0,0,0,0,13.99
0,0,0,0,4.99
0,0,539,0,5.09
0,0,0,0,4.99
0,0,3766,538,4.99
0,0,808,539,4.49
0,0,3049,1973,14.99
50,0,0,0,12.99
0,0,1255,539,0.0
0,0,0,0,3.39
0,0,19908,15962,2.99
0,0,533,533,14.99
0,0,0,0,0.0
0,0,1614,1614,4.99
0,0,1793,1614,0.99
0,0,0,0,0.0
0,0,1614,538,1.99
0,0,0,0,9.99
0,0,4842,2690,22.49
0,0,43403,2332,5.99
0,0,6995,5201,2.99
0,981,58827,52011,2.99
0,0,1255,0,2.99
0,0,535,537,4.99
0,0,1435,717,4.99
0,0,1070,1067,4.99
0,0,0,0,9.99
0,0,1067,1067,1.99
0,0,0,0,17.99
0,112,12375,6995,0.99
80,0,42685,1435,5.99
0,141,13810,8250,0.99
0,0,0,0,0.0
0,0,1435,1076,9.99
0,0,1076,535,9.99
0,0,6457,0,3.99
0,0,0,0,5.99
0,0,94876,54702,0.0
0,0,808,808,1.99
0,0,0,0,0.0
0,0,0,0,2.99
0,0,19011,9506,4.99
0,0,2870,2332,6.99
0,2669,95414,85550,24.99
0,0,6815,717,8.99
0,0,1973,537,4.99
0,232,9326,6995,0.99
0,0,0,0,0.0
0,0,0,0,1.99
0,0,538,538,3.99
0,0,47528,17397,0.0
0,0,2870,2134,2.99
0,0,0,0,6.99
0,0,5201,2152,9.99
0,0,0,0,14.99
0,0,717,811,13.99
0,0,0,0,14.99
0,0,0,0,12.99
0,0,0,0,12.99
0,0,0,0,12.99
0,0,0,0,2.99
0,0,2332,1973,3.99
0,0,3946,1614,1.99
77,469,25288,19908,19.99
0,0,32104,7353,0.0
0,0,0,0,3.99
0,0,6457,5919,4.99
0,0,897,535,3.99
0,0,533,0,14.99
0,0,6815,6815,1.99
0,0,6815,533,0.99
0,0,0,0,9.99
0,0,0,0,1.99
0,0,0,0,14.99
0,0,47707,14348,0.0
0,0,0,0,2.99
0,0,0,0,19.99
0,0,1067,1067,0.0
0,0,0,0,0.0
0,0,0,0,4.99
0,0,0,0,6.99
0,0,0,0,4.99
0,0,0,0,9.99
0,0,0,0,1.99
0,0,717,1067,4.99
0,0,4484,3228,5.99
0,0,0,0,7.99
0,0,1614,1255,14.99
0,0,40892,13272,0.0
0,0,1077,1600,12.99
0,0,0,0,19.99
0,0,2152,2152,3.99
0,0,0,0,9.99
0,0,21163,4842,0.0
0,0,0,0,0.0
0,0,8250,3228,0.99
0,0,1973,1076,4.99
0,172,8967,6636,0.99
0,0,5380,803,1.99
0,0,14707,6815,6.99
0,0,533,0,0.0
0,0,4484,539,1.99
0,0,2870,1073,1.99
0,0,0,0,0.0
0,0,7353,6457,3.99
0,0,1077,1088,1.99
0,0,65821,3946,5.99
0,0,67256,6098,9.99
0,0,16321,12554,4.99
0,0,533,533,7.99
0,0,5560,2162,9.99
0,0,0,0,0.0
0,0,1793,897,0.0
0,0,1793,1621,13.49
0,0,803,533,4.99
0,0,51294,4484,3.99
0,0,6636,538,14.99
0,0,7174,717,14.99
0,0,2870,0,14.99
0,0,0,0,0.0
0,1035,408020,333770,0.0
0,0,7174,6815,7.49
0,0,47348,6636,9.99
0,0,0,0,0.0
0,0,1435,1081,1.99
0,0,13989,2870,0.99
0,0,10761,1616,0.0
0,0,533,533,12.99
0,0,533,533,12.99
0,0,0,0,12.99
0,0,1255,1255,9.99
0,0,535,535,1.99
0,0,1067,533,14.99
0,0,18473,2511,0.0
0,0,803,1067,7.99
0,0,0,0,1.99
0,340,24392,18114,7.99
0,0,0,0,5.99
0,0,3946,3408,11.99
0,0,1076,1076,14.99
0,0,8429,4125,1.99
0,0,8071,0,4.99
0,0,0,0,0.0
0,0,0,0,9.99
0,0,6995,4484,1.99
0,0,6098,1255,7.99
0,0,2152,0,1.99
0,0,0,0,9.99
0,0,3587,897,4.99
0,0,1973,1973,5.59
0,0,53984,36049,4.99
0,0,4663,1793,1.99
0,0,5022,0,9.99
0,0,1435,717,9.99
0,0,2511,2152,0.0
0,0,717,538,5.75
0,0,2332,1605,2.99
0,0,463798,456086,0.0
0,102,8788,5560,4.99
0,0,897,717,7.99
0,0,0,0,0.0
0,0,69050,45375,7.99
0,0,0,0,9.99
0,0,0,0,4.89
0,0,30310,6636,0.0
0,0,0,0,1.99
0,0,0,0,0.0
0,274,7891,6995,1.99
0,0,8250,1614,0.0
0,0,0,0,4.99
0,0,1255,540,9.99
0,0,48604,29951,1.99
0,0,0,0,0.0
0,0,23136,10044,0.99
0,0,0,0,29.99
0,0,717,717,0.0
0,0,0,0,0.0
0,0,6098,811,1.99
0,0,0,0,4.99
0,0,0,0,2.99
0,0,12734,7891,3.49
0,0,0,0,0.0
0,0,717,538,1.99
0,0,1973,1614,16.99
0,0,0,0,9.99
0,0,184192,116757,0.0
0,0,1793,1435,0.0
0,0,0,0,0.0
0,0,4663,533,0.0
0,0,0,0,9.99
0,0,1255,1351,9.99
0,0,0,0,9.99
0,0,1435,1077,11.99
0,0,897,538,6.99
0,0,1255,803,4.99
0,233,12016,7533,0.99
0,0,0,0,0.0
0,0,3228,1614,1.21
0,0,23315,15065,0.99
0,0,22598,9147,1.99
0,0,897,897,0.0
0,0,7353,4484,0.99
0,0,5201,3587,4.99
0,0,13272,10761,9.99
0,0,3587,544,5.99
0,367,18832,15424,0.99
0,0,0,0,4.99
0,0,54702,43582,2.99
0,0,0,0,4.99
0,0,1076,808,14.99
0,0,0,0,2.99
0,0,0,0,0.99
0,0,0,0,4.99
0,0,897,1088,0.99
0,0,717,538,9.99
0,0,0,0,0.0
0,0,1067,1067,4.99
0,0,897,1070,9.99
0,0,1435,897,0.0
0,0,5022,0,1.99
0,0,27799,12554,5.99
0,0,0,0,0.0
0,0,533,533,5.99
0,0,0,0,15.99
0,0,897,535,1.5
0,0,0,0,1.49
0,0,535,537,0.0
0,0,6098,3228,7.99
0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,1.95
0,0,533,533,3.59
0,0,22957,1435,0.0
0,0,2332,1605,3.99
0,0,5380,3587,2.99
0,0,1067,533,2.99
0,0,808,533,0.99
0,0,0,0,9.99
0,0,0,0,7.99
0,0,538,535,1.99
0,0,0,0,5.99
0,0,0,0,0.0
0,0,1076,1076,5.99
0,0,6457,1614,14.99
0,0,67256,4842,0.0
0,260,71919,41071,0.0
0,0,0,0,14.99
0,0,17218,3049,0.0
0,0,0,0,1.99
0,0,1255,1088,1.99
0,0,897,717,2.99
0,0,0,0,3.99
0,0,1873,1338,12.99
0,0,533,0,4.99
0,0,2152,1255,6.99
0,0,1435,897,3.99
0,0,0,0,7.99
0,0,0,0,0.0
0,0,533,533,7.99
0,0,2870,1614,2.99
0,0,9506,3408,3.49
0,0,808,808,14.99
0,0,0,0,3.99
0,0,535,537,14.99
0,0,533,0,4.99
0,0,6457,3766,2.99
0,0,0,0,9.99
0,0,1793,1255,9.99
0,0,0,0,4.99
0,0,5022,2690,2.39
0,0,3587,3408,9.99
0,0,0,0,8.99
0,0,6995,5739,9.99
0,0,1076,717,2.99
0,0,20984,11658,15.99
0,0,0,0,19.99
0,763,375737,298079,0.0
0,0,5022,2870,2.69
0,0,1605,1067,4.99
0,0,0,0,4.99
0,0,22419,1793,0.0
0,0,0,0,3.99
0,0,13451,9864,0.99
0,0,0,0,2.99
0,0,0,0,0.0
0,0,0,0,9.99
0,0,0,0,4.99
0,0,0,0,0.0
0,777,8609,7174,4.99
0,0,0,0,4.99
0,0,0,0,0.0
0,0,7353,3049,2.99
0,0,2511,1255,6.99
0,0,0,0,0.0
0,0,7712,4304,2.99
0,0,8609,5201,9.99
0,0,7174,5201,0.0
0,0,0,0,0.0
0,0,4304,1067,6.99
0,0,1255,1077,0.99
0,0,0,0,2.99
0,0,0,0,0.0
0,0,0,0,1.99
0,0,1435,0,0.99
0,0,5919,0,4.99
0,0,0,0,6.99
0,0,5560,3587,7.99
0,0,8788,5560,2.99
0,0,1255,803,0.99
0,0,0,0,4.99
0,0,1435,535,9.99
0,0,0,0,4.99
0,0,0,0,0.0
0,0,538,544,13.99
0,0,0,0,0.0
0,0,0,0,13.99
0,0,0,0,12.99
0,0,0,0,12.99
0,0,0,0,12.99
0,0,0,0,9.99
0,0,6277,3587,0.84
0,0,0,0,0.0
0,0,0,0,9.99
0,0,533,0,0.0
0,0,0,0,4.99
0,0,6815,1873,2.99
0,0,9506,5022,0.99
0,0,533,0,0.0
0,0,0,0,5.99
0,0,11120,7174,1.99
0,0,0,0,0.0
0,0,41430,21163,0.99
0,0,0,0,9.99
0,0,1067,1067,4.99
0,0,30489,10402,0.0
0,0,0,0,1.99
0,0,4304,1793,4.99
0,0,2511,1793,19.99
0,0,4842,1067,9.99
0,0,803,1073,4.99
0,0,19728,12196,3.99
0,0,0,0,4.99
0,0,0,0,3.99
0,0,4125,2511,4.99
0,0,539,539,3.99
0,0,0,0,2.99
0,0,3766,0,2.99
0,0,0,0,3.99
0,0,17756,1614,0.0
0,0,539,539,7.19
0,0,1793,897,12.74
0,0,6457,2152,0.0
0,0,9147,2511,0.0
0,0,0,0,0.0
0,0,20805,3408,0.0
0,0,0,0,9.89
0,237,35332,11478,0.0
0,0,535,533,0.0
0,0,6098,3587,4.99
0,0,25288,12913,0.99
0,0,0,0,0.0
0,0,0,0,0.0
0,0,8788,3408,0.0
0,0,2332,897,0.0
0,0,9864,6815,4.99
0,0,0,0,3.99
0,0,5739,2690,0.0
0,415,153165,103843,0.0
0,0,22060,2332,0.0
0,0,0,0,4.99
0,0,0,0,9.99
0,0,1070,803,3.99
0,0,535,0,4.99
0,0,717,1067,0.99
0,0,3228,2152,2.99
0,0,0,0,2.99
0,0,717,535,3.99
0,141,83398,46452,0.0
0,0,0,0,0.0
0,0,19370,3408,0.0
0,0,717,537,7.99
0,0,15065,10223,0.0
0,0,0,0,4.99
0,0,5739,3228,0.0
0,0,5739,3228,0.0
0,0,4304,544,0.0
0,0,0,0,4.99
0,0,5201,2870,1.99
0,0,1435,1076,0.0
0,0,2332,1793,2.99
0,0,0,0,1.99
0,0,8250,811,1.99
0,0,0,0,0.0
0,0,803,803,5.99
0,0,0,0,0.0
0,0,13631,897,4.99
0,0,19190,2511,0.0
0,0,3766,3587,0.0
0,0,0,0,1.19
0,0,7533,5022,0.99
0,0,539,539,17.99
0,0,20446,3587,0.0
0,0,4663,1793,7.64
0,0,0,0,0.0
0,0,19370,12016,0.99
0,0,0,0,12.99
0,0,9506,3766,2.63
0,0,6277,3408,3.99
0,0,0,0,4.49
0,0,0,0,0.0
0,0,1973,1338,0.0
0,0,0,0,14.99
0,0,0,0,6.99
0,0,533,0,17.79
0,0,0,0,0.0
0,0,20446,13810,0.59
0,0,0,0,3.99
0,0,4125,1973,0.0
0,0,1973,0,0.0
0,0,533,0,0.0
0,0,4304,2511,0.99
0,0,533,533,0.0
0,0,5201,4125,0.99
0,0,22598,5919,0.0
74,0,4484,2690,14.99
0,0,0,0,0.0
0,0,5919,3946,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,1973,717,0.0
0,0,13631,3228,14.99
0,0,0,0,2.99
0,0,127697,122496,0.0
0,3271,3635775,460211,19.99
0,495,3219325,187600,19.99
0,0,0,0,4.49
0,108,5201,3766,7.99
0,0,0,0,0.0
0,587,28875,23495,19.99
0,0,0,0,0.0
0,0,0,0,8.09
0,0,2152,544,0.0
0,0,0,0,8.99
0,0,1614,1255,0.0
0,0,0,0,0.0
0,0,0,0,8.99
0,0,0,0,0.0
0,0,0,0,0.0
0,0,7891,6098,0.0
0,0,1067,1067,0.0
0,0,717,0,0.0
0,0,0,0,0.0
0,0,897,1067,6.99
0,0,9685,8429,0.0
0,854,97387,51653,0.0
0,0,3587,1076,7.99
0,0,1076,1070,14.99
0,0,0,0,0.0
0,0,1338,803,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,40174,28337,2.99
0,0,1973,1255,0.99
0,0,36229,17935,0.0
0,0,0,0,9.99
0,0,2511,537,4.49
0,0,717,0,9.99
0,0,7533,6995,12.99
0,0,11658,897,6.39
0,0,897,811,8.99
0,0,0,0,0.0
0,0,1435,1255,6.99
0,0,2152,1614,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,14.99
0,0,0,0,6.99
0,0,2943,2408,0.0
0,0,0,0,0.0
0,0,0,0,2.99
0,0,11837,10044,0.0
0,0,539,539,0.0
0,0,0,0,4.99
0,0,1435,1076,4.99
0,0,533,533,9.99
0,0,2870,1351,9.99
0,0,62593,39636,0.0
0,0,0,0,0.0
0,0,2152,1973,9.99
0,0,533,533,0.0
0,0,0,0,0.0
0,0,10223,8788,35.99
0,0,5022,2870,2.09
0,0,4125,1073,4.99
0,0,15245,1076,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,20625,539,0.0
0,0,4484,2332,0.74
0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,4.24
0,0,0,0,0.0
0,0,0,0,0.0
0,0,45017,38381,2.99
0,183,10402,6995,0.84
0,0,4842,1973,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,14527,533,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,7.64
0,0,0,0,0.0
0,0,0,0,4.99
0,0,0,0,0.0
0,0,533,533,4.96
0,0,2152,1435,11.99
0,0,0,0,0.0
0,0,897,897,4.99
0,0,5380,3587,2.99
0,0,0,0,0.0
0,0,897,544,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,1435,1076,3.99
0,0,1076,1338,3.99
0,0,1076,897,5.99
0,0,0,0,4.99
0,0,107251,79990,0.0
0,0,0,0,14.99
0,0,17218,2152,0.0
0,0,0,0,0.0
0,0,0,0,7.99
0,0,0,0,0.0
0,0,7533,4125,7.99
0,0,15065,1255,0.0
0,0,4125,1255,0.0
0,0,13989,8609,0.89
0,0,0,0,0.0
0,0,535,0,0.0
0,0,1347,0,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,539,539,5.94
0,0,4125,2152,0.0
0,0,5201,2511,5.39
0,0,0,0,2.99
0,0,0,0,12.99
0,0,803,803,12.99
0,0,0,0,0.0
0,0,3946,1973,0.0
0,0,0,0,0.0
0,0,717,540,0.0
0,0,10044,6815,2.39
0,0,19190,12375,3.99
0,0,533,533,0.0
0,0,14169,5022,0.99
0,0,0,0,0.0
0,0,1076,897,9.99
0,0,808,533,0.0
0,0,0,0,19.99
0,0,535,535,0.0
0,0,1076,538,0.99
0,0,5739,3587,4.24
0,0,0,0,0.0
0,0,31207,12375,0.0
0,0,93620,56854,0.0
0,0,717,533,14.99
0,0,0,0,0.0
0,0,0,0,4.99
0,0,1255,544,0.0
0,0,0,0,0.0
0,0,533,0,6.99
0,0,4125,0,0.0
0,0,5022,2690,0.99
0,0,0,0,4.99
0,0,0,0,0.0
0,146,13272,11837,14.99
0,0,0,0,0.0
0,0,5380,0,0.0
0,0,0,0,0.0
0,0,100794,67794,0.0
0,0,19190,2511,0.0
0,0,1973,1973,0.0
0,0,3587,1793,1.99
0,0,0,0,0.0
0,0,0,0,13.99
0,0,533,533,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,5.99
0,0,533,0,2.69
0,0,6457,3946,0.0
0,0,16141,10940,2.39
0,0,257546,198540,0.0
0,0,1793,0,0.0
0,0,717,533,0.0
0,0,5380,2870,7.59
0,0,11837,9326,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,1076,897,0.0
0,0,1614,1435,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,14.99
0,0,0,0,6.99
61,13524,390265,367667,59.99
0,0,535,537,0.0
0,0,0,0,0.0
0,0,0,0,10.79
0,0,2511,1076,0.0
0,0,13810,3210,0.0
0,0,1255,0,1.19
0,168,13272,10402,19.99
0,0,4484,0,0.0
77,1231,111376,103664,14.99
0,0,0,0,0.0
0,0,0,0,0.0
0,0,808,808,11.99
0,0,5201,4484,0.0
0,0,0,0,4.99
0,0,0,0,0.0
0,0,16321,15962,13.99
0,0,0,0,5.99
0,0,0,0,12.74
0,0,0,0,0.0
0,0,0,0,0.0
0,0,1973,533,0.0
0,0,808,808,9.99
0,0,535,0,2.54
0,0,3587,538,12.99
0,0,3587,3228,14.99
0,0,788241,535359,0.0
0,0,897,803,0.0
0,0,0,0,9.99
0,0,5919,3408,0.89
0,0,3946,0,1.99
0,0,0,0,0.0
0,0,538,544,1.49
0,0,32642,18294,0.0
0,0,0,0,0.0
0,0,4842,3049,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,1605,1338,9.99
0,0,1793,537,7.35
0,0,0,0,0.0
0,0,3946,3408,0.0
0,0,717,538,0.0
0,0,77479,43223,0.0
0,0,1077,808,11.99
0,0,0,0,0.0
0,0,0,0,4.99
0,0,1435,1616,0.0
0,0,0,0,0.0
0,0,3766,1793,4.24
0,0,0,0,0.0
0,0,8609,4842,19.99
0,0,1435,897,5.99
0,0,0,0,14.99
0,0,68870,10223,0.0
0,0,0,0,9.99
0,0,93441,14169,0.0
0,0,0,0,0.0
0,0,3049,0,4.99
0,0,1614,1076,8.09
0,236,5919,5380,11.99
0,0,30669,11478,0.0
0,0,808,1088,10.99
0,422,19370,14707,29.99
0,0,1077,1633,4.24
0,0,1076,717,4.99
0,0,0,0,4.99
0,0,1435,1338,9.99
0,0,0,0,0.0
0,0,0,0,0.0
0,0,533,0,3.99
0,0,11478,10402,0.0
0,0,0,0,0.0
0,0,25288,6636,0.0
0,0,808,808,14.99
0,0,0,0,9.99
0,0,2332,1973,11.99
0,386,53267,44658,4.99
0,0,808,533,0.0
0,0,808,539,14.99
0,0,0,0,0.0
0,441,121958,81963,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,2152,1605,9.99
0,0,4304,537,2.99
0,0,1793,0,9.99
0,0,538,0,0.0
0,0,533,0,0.0
0,0,0,0,0.0
0,0,897,897,0.0
0,0,6457,2690,0.0
0,622,375199,311351,0.0
0,0,4842,1614,0.0
0,0,15603,1614,0.0
0,0,0,0,0.0
0,0,12554,7712,0.99
0,0,0,0,0.0
0,0,0,0,2.69
0,0,0,0,14.99
0,0,0,0,0.0
0,0,535,535,0.0
0,0,808,0,0.0
0,570,75506,44299,0.0
0,0,1616,539,0.0
0,0,535,0,0.0
0,0,0,0,0.0
0,0,0,0,5.94
0,0,6277,3587,0.99
0,0,1614,808,0.0
0,0,535,535,2.99
0,0,2690,1435,0.0
0,0,3049,2332,0.0
0,0,1070,533,39.99
0,0,11658,717,0.0
0,0,0,0,4.99
0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,11.99
0,0,0,0,4.24
0,0,0,0,8.99
0,0,0,0,14.99
0,0,0,0,11.69
0,0,1973,897,14.99
0,0,14527,1793,0.0
0,0,0,0,4.99
0,0,63848,35332,0.0
0,0,19549,4663,0.0
0,0,533,533,0.0
0,0,0,0,4.99
0,0,0,0,3.99
0,0,3049,1793,3.39
0,0,533,533,7.99
0,0,717,533,8.49
0,0,5380,803,0.99
0,0,1076,544,11.99
0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,19.99
0,352,137382,84294,0.0
0,0,0,0,0.0
0,0,1347,1077,14.99
0,0,0,0,3.99
0,0,0,0,19.99
0,1219,262030,170741,0.0
0,0,0,0,0.0
0,0,0,0,4.99
0,0,717,538,6.74
0,0,0,0,0.0
0,0,803,803,0.0
0,0,0,0,14.99
0,0,13810,538,0.0
0,0,4484,1614,4.99
0,131,4663,3766,29.99
0,0,8609,4842,0.0
0,0,2511,2152,9.99
0,118,15245,11299,2.99
0,0,1435,1076,0.0
0,0,717,811,11.99
0,0,0,0,0.0
0,0,0,0,6.99
0,0,0,0,12.99
0,0,1793,1076,0.0
0,0,0,0,3.99
0,0,10940,9685,0.59
0,0,3228,0,2.99
0,0,0,0,4.99
0,0,1255,1076,11.99
0,0,0,0,0.0
0,0,0,0,0.0
0,0,1614,1435,19.99
0,0,1255,1255,10.79
0,0,1255,1077,4.99
0,439,501461,369998,0.0
0,0,897,717,0.99
0,0,0,0,19.99
0,0,0,0,0.0
0,0,0,0,7.99
0,0,1973,1614,4.99
0,0,897,1070,0.0
0,0,0,0,8.99
0,0,8609,6098,3.99
0,0,0,0,9.99
0,0,9147,5022,2.99
0,0,13272,1076,0.0
0,0,0,0,0.0
0,0,6815,4125,0.99
0,0,1616,1616,4.99
0,0,13451,2690,0.0
0,0,717,0,0.0
0,0,6277,3228,1.99
0,0,533,533,1.99
0,0,0,0,0.0
0,0,0,0,10.67
0,0,0,0,4.99
0,0,0,0,14.99
0,0,0,0,0.0
0,0,0,0,1.99
0,0,5201,3228,4.99
0,0,1614,1435,0.0
0,0,452678,310275,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,11478,5560,4.99
0,105,11837,8429,0.99
0,0,0,0,4.99
0,101,7891,7174,8.99
0,0,0,0,0.0
0,0,0,0,14.99
0,0,27261,13093,3.99
0,0,0,0,0.0
0,0,0,0,0.0
0,0,16859,3766,0.0
0,0,533,0,0.0
0,0,538,539,0.0
0,0,4842,2332,11.99
0,0,539,544,8.49
0,0,0,0,14.99
0,0,5560,3408,1.99
0,0,4304,0,1.99
0,0,0,0,9.99
0,0,0,0,3.19
0,0,5201,2152,6.99
0,0,1067,1067,4.99
0,0,803,803,3.99
0,0,0,0,0.0
0,0,539,544,0.0
0,0,5022,1614,4.99
0,0,2332,544,4.99
0,0,0,0,3.99
0,0,3766,539,0.99
0,0,0,0,0.0
0,0,0,0,2.99
0,0,3408,1255,4.19
